"","pets","sex","status","sign","pets_dislike","pets_like","pets_has"
"34100","likes dogs and likes cats","m","single","gemini",NA,"dogs/cats",NA
"34101","has cats","f","single","capricorn",NA,NA,"cats"
"34102","likes dogs","m","single","libra",NA,"dogs",NA
"34103",NA,"f","single","sagittarius",NA,NA,NA
"34104",NA,"m","single","capricorn",NA,NA,NA
"34105","has dogs and likes cats","m","single","leo",NA,"cats","dogs"
"34106","likes dogs","m","single","pisces",NA,"dogs",NA
"34107",NA,"m","single","gemini",NA,NA,NA
"34108","likes dogs and likes cats","m","single","aries",NA,"dogs/cats",NA
"34109","likes dogs and has cats","m","single","scorpio",NA,"dogs","cats"
"34110","has dogs","f","single","cancer",NA,NA,"dogs"
"34111","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"34112",NA,"f","single","gemini",NA,NA,NA
"34113","has dogs","m","single","gemini",NA,NA,"dogs"
"34114","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"34115","has cats","f","single","pisces",NA,NA,"cats"
"34116","likes dogs","m","single","aquarius",NA,"dogs",NA
"34117","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"34118","has dogs","f","single","gemini",NA,NA,"dogs"
"34119","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"34120","likes dogs","m","single","leo",NA,"dogs",NA
"34121","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"34122","likes dogs and likes cats","f","single","pisces",NA,"dogs/cats",NA
"34123",NA,"m","single","pisces",NA,NA,NA
"34124","likes dogs and has cats","m","single","cancer",NA,"dogs","cats"
"34125",NA,"m","single","capricorn",NA,NA,NA
"34126","has dogs","m","single","sagittarius",NA,NA,"dogs"
"34127","likes dogs and has cats","m","single","leo",NA,"dogs","cats"
"34128","has dogs","m","single","virgo",NA,NA,"dogs"
"34129","likes dogs and has cats","m","single","cancer",NA,"dogs","cats"
"34130","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"34131","likes dogs","f","single","aquarius",NA,"dogs",NA
"34132","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"34133","likes dogs and has cats","m","single","aries",NA,"dogs","cats"
"34134",NA,"f","single","scorpio",NA,NA,NA
"34135","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"34136","has cats","m","single","capricorn",NA,NA,"cats"
"34137","likes dogs","f","single","gemini",NA,"dogs",NA
"34138","has dogs and dislikes cats","f","single","leo","cats","cats","dogs"
"34139",NA,"f","single","taurus",NA,NA,NA
"34140",NA,"f","single","cancer",NA,NA,NA
"34141","likes dogs and likes cats","f","single","taurus",NA,"dogs/cats",NA
"34142","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"34143",NA,"f","available","sagittarius",NA,NA,NA
"34144","likes dogs and likes cats","m","seeing someone","scorpio",NA,"dogs/cats",NA
"34145","likes dogs and likes cats","m","seeing someone","aries",NA,"dogs/cats",NA
"34146","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"34147","likes dogs and has cats","m","single","capricorn",NA,"dogs","cats"
"34148","likes dogs and has cats","m","single","scorpio",NA,"dogs","cats"
"34149","likes dogs","m","available","libra",NA,"dogs",NA
"34150","has dogs","f","single","capricorn",NA,NA,"dogs"
"34151","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"34152","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"34153",NA,"f","single","pisces",NA,NA,NA
"34154","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"34155","has cats","f","single","cancer",NA,NA,"cats"
"34156",NA,"f","single","sagittarius",NA,NA,NA
"34157","has dogs","m","single","libra",NA,NA,"dogs"
"34158","has cats","f","single","capricorn",NA,NA,"cats"
"34159",NA,"f","single","scorpio",NA,NA,NA
"34160","has dogs","f","single","gemini",NA,NA,"dogs"
"34161","likes dogs and likes cats","f","single","aquarius",NA,"dogs/cats",NA
"34162","likes dogs","f","single","aries",NA,"dogs",NA
"34163","has dogs and likes cats","f","single","scorpio",NA,"cats","dogs"
"34164","likes dogs","m","single","gemini",NA,"dogs",NA
"34165",NA,"f","seeing someone","sagittarius",NA,NA,NA
"34166","likes dogs and has cats","f","single","pisces",NA,"dogs","cats"
"34167","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"34168","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"34169","has dogs and likes cats","f","single","aries",NA,"cats","dogs"
"34170",NA,"f","single","aquarius",NA,NA,NA
"34171",NA,"m","single","taurus",NA,NA,NA
"34172","has dogs","m","single","gemini",NA,NA,"dogs"
"34173","likes dogs","f","single","gemini",NA,"dogs",NA
"34174","likes dogs and has cats","m","single","capricorn",NA,"dogs","cats"
"34175","likes cats","f","single","gemini",NA,"cats",NA
"34176","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"34177",NA,"m","single","taurus",NA,NA,NA
"34178","has dogs and has cats","f","single","cancer",NA,NA,"dogs/cats"
"34179","has dogs","f","seeing someone","libra",NA,NA,"dogs"
"34180",NA,"f","single","sagittarius",NA,NA,NA
"34181",NA,"f","single","scorpio",NA,NA,NA
"34182","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"34183","likes dogs","f","single","taurus",NA,"dogs",NA
"34184","likes dogs","f","single","taurus",NA,"dogs",NA
"34185",NA,"m","single","aries",NA,NA,NA
"34186",NA,"f","single","pisces",NA,NA,NA
"34187","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"34188","has dogs","f","single","capricorn",NA,NA,"dogs"
"34189","likes dogs and likes cats","f","available","scorpio",NA,"dogs/cats",NA
"34190",NA,"m","single","scorpio",NA,NA,NA
"34191","has dogs","f","single","capricorn",NA,NA,"dogs"
"34192","likes dogs","m","single","libra",NA,"dogs",NA
"34193","likes dogs and likes cats","f","single","virgo",NA,"dogs/cats",NA
"34194","likes dogs","f","single","aquarius",NA,"dogs",NA
"34195","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"34196","has dogs and likes cats","f","single","gemini",NA,"cats","dogs"
"34197",NA,"f","single","capricorn",NA,NA,NA
"34198","has dogs and likes cats","f","single","scorpio",NA,"cats","dogs"
"34199","likes dogs and has cats","f","single","cancer",NA,"dogs","cats"
"34200",NA,"m","available","libra",NA,NA,NA
"34201","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"34202","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"34203","likes dogs and has cats","f","seeing someone","virgo",NA,"dogs","cats"
"34204",NA,"m","single","virgo",NA,NA,NA
"34205","likes dogs","m","available","sagittarius",NA,"dogs",NA
"34206",NA,"f","single","sagittarius",NA,NA,NA
"34207","likes dogs","f","single","sagittarius",NA,"dogs",NA
"34208","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"34209","has dogs and has cats","f","single","aries",NA,NA,"dogs/cats"
"34210","likes dogs and likes cats","f","single","pisces",NA,"dogs/cats",NA
"34211",NA,"m","single","sagittarius",NA,NA,NA
"34212","has dogs and likes cats","f","single","pisces",NA,"cats","dogs"
"34213","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"34214","has dogs","f","single","aquarius",NA,NA,"dogs"
"34215","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"34216","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"34217",NA,"f","single","cancer",NA,NA,NA
"34218","likes dogs","f","single","leo",NA,"dogs",NA
"34219","likes dogs","m","single","scorpio",NA,"dogs",NA
"34220","has dogs and has cats","f","single","leo",NA,NA,"dogs/cats"
"34221","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"34222",NA,"m","single","scorpio",NA,NA,NA
"34223","likes dogs and likes cats","m","seeing someone","gemini",NA,"dogs/cats",NA
"34224","has cats","m","single","virgo",NA,NA,"cats"
"34225",NA,"m","single","pisces",NA,NA,NA
"34226","has dogs and likes cats","f","single","taurus",NA,"cats","dogs"
"34227",NA,"m","single","cancer",NA,NA,NA
"34228",NA,"f","single","virgo",NA,NA,NA
"34229","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"34230","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"34231","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"34232","has dogs and likes cats","f","single","libra",NA,"cats","dogs"
"34233",NA,"f","single","libra",NA,NA,NA
"34234","has dogs and dislikes cats","f","single","capricorn","cats","cats","dogs"
"34235","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"34236","has dogs and likes cats","m","single","cancer",NA,"cats","dogs"
"34237","likes dogs and dislikes cats","m","single","libra","cats","dogs",NA
"34238","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"34239",NA,"m","available","cancer",NA,NA,NA
"34240","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"34241","has cats","f","seeing someone","leo",NA,NA,"cats"
"34242","likes dogs","m","single","taurus",NA,"dogs",NA
"34243","likes dogs and likes cats","f","single","taurus",NA,"dogs/cats",NA
"34244",NA,"m","single","taurus",NA,NA,NA
"34245","has dogs","f","single","cancer",NA,NA,"dogs"
"34246","likes dogs and has cats","f","single","taurus",NA,"dogs","cats"
"34247","likes dogs and likes cats","m","single","gemini",NA,"dogs/cats",NA
"34248","likes cats","f","single","cancer",NA,"cats",NA
"34249","likes cats","m","single","leo",NA,"cats",NA
"34250","likes dogs and has cats","f","seeing someone","leo",NA,"dogs","cats"
"34251","has dogs","f","single","aries",NA,NA,"dogs"
"34252","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"34253","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"34254","likes dogs and likes cats","f","single","aries",NA,"dogs/cats",NA
"34255",NA,"m","single","cancer",NA,NA,NA
"34256","likes dogs and has cats","m","single","sagittarius",NA,"dogs","cats"
"34257","likes dogs and has cats","f","single","gemini",NA,"dogs","cats"
"34258","likes dogs and likes cats","f","single","gemini",NA,"dogs/cats",NA
"34259","has dogs","m","single","libra",NA,NA,"dogs"
"34260","has dogs","f","single","virgo",NA,NA,"dogs"
"34261","has dogs and dislikes cats","f","seeing someone","gemini","cats","cats","dogs"
"34262",NA,"f","single","taurus",NA,NA,NA
"34263","likes dogs and likes cats","m","available","leo",NA,"dogs/cats",NA
"34264","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"34265","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"34266",NA,"f","single","taurus",NA,NA,NA
"34267","has dogs and likes cats","f","single","sagittarius",NA,"cats","dogs"
"34268","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"34269",NA,"f","single","libra",NA,NA,NA
"34270",NA,"f","seeing someone","virgo",NA,NA,NA
"34271","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"34272",NA,"f","single","pisces",NA,NA,NA
"34273","has dogs and dislikes cats","f","single","pisces","cats","cats","dogs"
"34274",NA,"m","single","sagittarius",NA,NA,NA
"34275","likes dogs and likes cats","m","single","leo",NA,"dogs/cats",NA
"34276",NA,"m","single","gemini",NA,NA,NA
"34277","has dogs","m","single","virgo",NA,NA,"dogs"
"34278","has dogs and likes cats","f","single","libra",NA,"cats","dogs"
"34279","likes dogs and likes cats","f","single","taurus",NA,"dogs/cats",NA
"34280","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"34281","likes dogs and has cats","m","single","cancer",NA,"dogs","cats"
"34282","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"34283",NA,"m","single","leo",NA,NA,NA
"34284","likes dogs and likes cats","f","single","pisces",NA,"dogs/cats",NA
"34285","has cats","f","single","gemini",NA,NA,"cats"
"34286","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"34287","likes dogs and has cats","f","single","aquarius",NA,"dogs","cats"
"34288","has dogs and has cats","f","married","pisces",NA,NA,"dogs/cats"
"34289","likes cats","f","single","capricorn",NA,"cats",NA
"34290","has dogs","f","single","scorpio",NA,NA,"dogs"
"34291","likes dogs and dislikes cats","m","single","gemini","cats","dogs",NA
"34292","likes dogs and likes cats","f","single","cancer",NA,"dogs/cats",NA
"34293",NA,"m","single","pisces",NA,NA,NA
"34294",NA,"f","single","sagittarius",NA,NA,NA
"34295","likes dogs and has cats","f","single","taurus",NA,"dogs","cats"
"34296","likes dogs and likes cats","f","single","taurus",NA,"dogs/cats",NA
"34297","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"34298","likes dogs","f","single","aquarius",NA,"dogs",NA
"34299",NA,"f","single","sagittarius",NA,NA,NA
"34300","likes dogs and has cats","f","single","virgo",NA,"dogs","cats"
"34301","has cats","m","single","cancer",NA,NA,"cats"
"34302","has cats","m","single","capricorn",NA,NA,"cats"
"34303",NA,"m","single","leo",NA,NA,NA
"34304","has dogs and likes cats","f","single","virgo",NA,"cats","dogs"
"34305",NA,"f","single","leo",NA,NA,NA
"34306","has dogs and likes cats","f","single","leo",NA,"cats","dogs"
"34307","likes dogs and likes cats","f","single","aquarius",NA,"dogs/cats",NA
"34308","has dogs","f","single","cancer",NA,NA,"dogs"
"34309","has dogs","f","single","scorpio",NA,NA,"dogs"
"34310","likes dogs","m","single","scorpio",NA,"dogs",NA
"34311","likes dogs and likes cats","m","available","aries",NA,"dogs/cats",NA
"34312","has dogs and likes cats","f","single","gemini",NA,"cats","dogs"
"34313","likes dogs and likes cats","f","single","sagittarius",NA,"dogs/cats",NA
"34314","likes dogs and likes cats","f","single","aquarius",NA,"dogs/cats",NA
"34315",NA,"m","single","aries",NA,NA,NA
"34316","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"34317","likes dogs","m","single","aquarius",NA,"dogs",NA
"34318","likes dogs and likes cats","f","single","pisces",NA,"dogs/cats",NA
"34319",NA,"m","seeing someone","libra",NA,NA,NA
"34320","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"34321","likes dogs and likes cats","m","available","aquarius",NA,"dogs/cats",NA
"34322","has cats","f","single","libra",NA,NA,"cats"
"34323","likes dogs and has cats","f","single","virgo",NA,"dogs","cats"
"34324","likes dogs and likes cats","f","single","libra",NA,"dogs/cats",NA
"34325","likes dogs and likes cats","m","single","virgo",NA,"dogs/cats",NA
"34326","likes dogs and likes cats","m","single","cancer",NA,"dogs/cats",NA
"34327",NA,"m","single","sagittarius",NA,NA,NA
"34328","likes dogs and likes cats","f","single","leo",NA,"dogs/cats",NA
"34329","likes dogs and likes cats","m","single","libra",NA,"dogs/cats",NA
"34330","likes dogs and likes cats","f","single","gemini",NA,"dogs/cats",NA
"34331",NA,"f","single","sagittarius",NA,NA,NA
"34332","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"34333",NA,"m","single","aries",NA,NA,NA
"34334","has dogs and has cats","f","single","capricorn",NA,NA,"dogs/cats"
"34335","likes dogs and has cats","f","single","scorpio",NA,"dogs","cats"
"34336","likes dogs","m","single","scorpio",NA,"dogs",NA
"34337","dislikes dogs and likes cats","m","single","cancer","dogs","dogs/cats",NA
"34338","likes dogs","m","single","gemini",NA,"dogs",NA
"34339","likes dogs","m","seeing someone","gemini",NA,"dogs",NA
"34340",NA,"m","single","gemini",NA,NA,NA
"34341","likes dogs","m","single","scorpio",NA,"dogs",NA
"34342","likes dogs and likes cats","m","single","scorpio",NA,"dogs/cats",NA
"34343","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"34344","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"34345",NA,"f","single","aquarius",NA,NA,NA
"34346","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"34347","likes dogs and likes cats","m","single","capricorn",NA,"dogs/cats",NA
"34348","likes dogs and has cats","m","single","gemini",NA,"dogs","cats"
"34349","likes dogs","m","single","cancer",NA,"dogs",NA
"34350","likes dogs and likes cats","m","single","pisces",NA,"dogs/cats",NA
"34351","likes dogs and has cats","m","seeing someone","aries",NA,"dogs","cats"
"34352","likes dogs and likes cats","m","single","aquarius",NA,"dogs/cats",NA
"34353",NA,"m","seeing someone","capricorn",NA,NA,NA
"34354","likes dogs and has cats","f","seeing someone","scorpio",NA,"dogs","cats"
"34355",NA,"f","single","scorpio",NA,NA,NA
"34356","likes dogs and likes cats","f","seeing someone","scorpio",NA,"dogs/cats",NA
"34357","has dogs","m","single","aquarius",NA,NA,"dogs"
"34358","likes dogs and likes cats","m","seeing someone","leo",NA,"dogs/cats",NA
"34359",NA,"m","single","aquarius",NA,NA,NA
"34360","likes dogs and likes cats","m","married","scorpio",NA,"dogs/cats",NA
"34361","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"34362","likes dogs and likes cats","m","single","sagittarius",NA,"dogs/cats",NA
"34363","likes dogs and likes cats","f","single","scorpio",NA,"dogs/cats",NA
"34364","likes dogs and has cats","m","single","leo",NA,"dogs","cats"
"34365","likes dogs and likes cats","m","single","taurus",NA,"dogs/cats",NA
"34366",NA,"m","single","aquarius",NA,NA,NA
"34367","has dogs and likes cats","m","seeing someone","taurus",NA,"cats","dogs"
"34368","likes dogs","f","single","cancer",NA,"dogs",NA
"34369","likes dogs and has cats","f","single","scorpio",NA,"dogs","cats"
